station_abbr;reference_timestamp;tre200m0;tre200mx;tre200mn;tre005m0;tre005mn;tre005mx;ure200m0;pva200m0;prestam0;pp0qffm0;ppz850m0;ppz700m0;pp0qnhm0;fkl010m0;fkl010m1;fu3010m0;fu3010m1;rre150m0;gre000m0;oli000m0;olo000m0;osr000m0;sre000m0;sremaxmv;erefaom0;xcd000m0;xno000m0;xno012m0;rreetsm0
VIS;01.01.1980 00:00;-1.9;8.6;-17.3;;;;78.3;4.3;;;;;;2.9;;11.9;;62.1;;;;;474;;;;678.4;;
VIS;01.02.1980 00:00;2.6;14.2;-5.9;;;;72.2;5.2;;;;;;2.4;;9.4;;111.9;;;;;7740;57;;;505.5;;
VIS;01.03.1980 00:00;4.3;15.2;-4.8;;;;69.9;5.7;;;;;;3.1;;13;;156.7;;;;;8724;47;;;488.1;;
VIS;01.04.1980 00:00;6.8;17.8;-4.3;;;;58.3;5.7;;;;;;5.4;;20.9;;8.3;;;;;12090;54;;;397.5;;
VIS;01.05.1980 00:00;11.7;23.2;1.5;;;;64.3;8.4;;;;;;3.6;;14;;21.5;;;;;10128;42;;;172.3;;
VIS;01.06.1980 00:00;14.7;29.6;3.3;;;;65.4;10.6;;;;;;4.4;;16.2;;69.4;;;;;10548;44;;;30.2;;
VIS;01.07.1980 00:00;16;29.4;5.6;;;;72.6;12.9;;;;;;3.5;;13;;51.5;;;;;11676;48;;;8.3;;
VIS;01.08.1980 00:00;18.4;31.6;4.8;;;;73.4;14.9;;;;;;3.3;;13.3;;27.3;;;;;14352;61;;;0;;
VIS;01.09.1980 00:00;14.7;26.5;2.7;;;;74;11.8;;;;;;2.5;;9.7;;18.9;;;;;15252;75;;;8.8;;
VIS;01.10.1980 00:00;7.3;21.2;-2.7;;;;85.1;8.6;;;;;;2.4;;9.4;;102.8;;;;;7224;46;;;372;;
VIS;01.11.1980 00:00;2.3;12.7;-6.3;;;;87.2;6.5;;;;;;2.2;;8.3;;15.1;;;;;1950;;;;529.8;;
VIS;01.12.1980 00:00;-3.1;7.5;-15.6;;;;86.8;4.4;;;;;;3.1;;11.2;;11.3;;;;;0;;;;717.1;;
VIS;01.01.1981 00:00;-4.1;6.7;-18.4;-5.8;-19.9;4.3;86.1;4;;;;;;3.8;21.9;13.7;78.8;59.9;36;;;;1071;62;;0;747.1;499.1;58.7
VIS;01.02.1981 00:00;-2.1;7.3;-15.9;-3.1;-17.3;7.6;78.5;4.1;;;;;;2.1;18.4;7.6;66.2;3;104;;;;7912;66;;0;619.5;395.5;-6.2
VIS;01.03.1981 00:00;6.5;22.1;-2.9;6.2;-5.3;25.7;74.9;7.2;;;;;;3.1;18.5;11.2;66.6;197.3;130;;;;7670;40;;0;403.4;171.4;151.2
VIS;01.04.1981 00:00;10.3;23.4;-4.3;9.9;-8.2;26;64;7.7;;;;;;3;16.2;10.8;58.3;33.3;214;;;;12995;58;;0;219.5;67.5;-27.7
VIS;01.05.1981 00:00;12.4;27.1;1.5;13.1;-1.5;32.2;63.4;8.7;;;;;;3.9;18.1;14;65.2;86.7;226;;;;10739;44;;0.6;138.8;34.8;-6.2
VIS;01.06.1981 00:00;16.2;30.7;2.8;16.9;1.7;35.3;63.2;11.2;;;;;;3.4;18.5;12.2;66.6;39.3;254;;;;13406;56;;15.2;25.8;1.8;-76.6
VIS;01.07.1981 00:00;16.4;29.8;6.3;17.3;5.7;35.1;67.6;12.1;;;;;;3.6;24.3;13;87.5;62.6;224;;;;12009;49;;9.8;21.2;5.2;-43
VIS;01.08.1981 00:00;18;32.3;3.6;18.3;2.4;34.4;63.3;12.3;;;;;;2.6;22.4;9.4;80.6;8.1;238;;;;17335;74;;25.2;0;0;-128.7
VIS;01.09.1981 00:00;14.8;27.6;3.8;14.6;1.8;27.9;74.5;12.2;;;;;;2.8;17.9;10.1;64.4;74.4;129;;;;7499;37;;3.8;47.9;7.9;31.9
VIS;01.10.1981 00:00;9.2;23.6;-2.3;8.7;-4.7;23.7;74.5;8.6;;;;;;2.6;21.1;9.4;76;137.4;91;;;;6413;42;;0.5;284.6;100.6;107.9
VIS;01.11.1981 00:00;2.2;15.9;-7.7;0.8;-8.9;18.8;79.1;5.8;;;;;;2.2;19.6;7.9;70.6;36.9;44;;;;3177;61;;0;534.2;294.2;18
VIS;01.12.1981 00:00;0.1;8;-13.9;-1.2;-14.6;6.3;74.6;4.6;;;;;;3.7;26.1;13.3;94;144.5;26;;;;0;;;0;617.6;369.6;150.4
VIS;01.01.1982 00:00;1.3;13.6;-7.7;-0.1;-10.1;11.2;78.3;5.3;;;;;;1.3;22.2;4.7;79.9;77.9;28;;;;607;35;;0;579.5;331.5;76.1
VIS;01.02.1982 00:00;2;13.7;-7.7;1.5;-9.4;15.8;69.7;4.9;;;;;;2.3;17.3;8.3;62.3;1.9;99;;;;8019;67;;0;503.5;279.5;-9.4
VIS;01.03.1982 00:00;4;17.9;-4.7;3.8;-7.6;20;64.2;5;;;;;;3.6;22.4;13;80.6;59.1;143;;;;9793;51;;0;497.4;249.4;16.6
VIS;01.04.1982 00:00;8.8;20.4;-4.1;8.8;-5.7;22.6;57.5;6.1;;;;;;3.6;22.3;13;80.3;7;230;;;;15562;70;;0;322.4;98.4;-100.1
VIS;01.05.1982 00:00;13.6;27.7;-1.1;14.3;-4.4;32.2;58.8;8.6;;;;;;3.1;17.9;11.2;64.4;12.5;254;;;;14570;60;;2.1;116.5;28.5;-114.5
VIS;01.06.1982 00:00;17.9;28.6;7.7;18.1;3.5;36.1;59.2;11.6;;;;;;3.6;19.5;13;70.2;29.8;253;;;;12721;53;;22.5;8;0;-96.6
VIS;01.07.1982 00:00;19.7;31;9.7;20.1;5.6;37.3;64;13.9;;;;;;2.8;18.9;10.1;68;76.8;251;;;;15244;62;;57.3;0;0;-60.7
VIS;01.08.1982 00:00;16.7;29.3;5.1;17.3;2.4;33.3;73;13.4;;;;;;2.2;18.6;7.9;67;72.2;202;;;;12665;54;;11;8.8;0.8;-13.2
VIS;01.09.1982 00:00;14.8;27.4;4.2;15.3;1.9;32.8;73.9;11.9;;;;;;2.1;19.1;7.6;68.8;31.2;167;;;;13460;67;;1.8;34.7;2.7;-33.4
VIS;01.10.1982 00:00;8;18.3;-2.1;8.2;-3.7;24.8;78.5;8.2;;;;;;2.2;19.2;7.9;69.1;91.8;108;;;;8926;58;;0;357.8;125.8;62.8
VIS;01.11.1982 00:00;4.2;13.9;-4.1;3.3;-5.7;17.9;78.2;6.3;;;;;;3.3;27.4;11.9;98.6;42.3;46;;;;2731;52;;0;473.1;233.1;33.1
VIS;01.12.1982 00:00;-0.6;12.3;-14.2;-1.7;-16.5;11.9;87;5.3;;;;;;2;22.3;7.2;80.3;91.4;25;;;;0;;;0;639.2;391.2;89.3
VIS;01.01.1983 00:00;0;8.5;-9.1;-1.3;-10.7;9.9;83.5;5.2;;;;;;2.1;28.4;7.6;102.2;66.1;28;;;;250;15;;0;620.7;372.7;63.8
VIS;01.02.1983 00:00;-3.4;8.4;-18.3;-4.2;-19.9;11.6;79.6;3.9;;;;;;2.2;21.3;7.9;76.7;39.2;94;;;;6139;51;;0;656.1;432.1;33.5
VIS;01.03.1983 00:00;4.6;17.2;-7.8;5;-10.8;22.1;68.3;5.6;;;;;;3;25.5;10.8;91.8;19.1;144;;;;9762;51;;0;477.3;229.3;-15.3
VIS;01.04.1983 00:00;8.5;21.4;-0.7;9.5;-2;27.6;63.7;6.8;;;;;;5.5;25.8;19.8;92.9;79.4;178;;;;7567;34;;0;315.6;107.6;22.5
VIS;01.05.1983 00:00;10.5;22.6;1.1;11.7;-1.4;30.8;68.7;8.3;;;;;;4.7;23.2;16.9;83.5;97.3;208;;;;8622;36;;0;227.8;59.8;2.4
VIS;01.06.1983 00:00;16;30.1;1.9;16.9;-1.5;39.1;65.7;11.4;;;;;;3;17.6;10.8;63.4;24.1;253;;;;12343;51;;4.9;19.6;3.6;-83.7
VIS;01.07.1983 00:00;21.1;36.1;7.7;21;5.6;37.5;58;13.5;;;;;;2.7;16.8;9.7;60.5;1;276;;;;18294;75;;93.7;0;0;-172.7
VIS;01.08.1983 00:00;17.7;30.6;5;18.1;2.2;37.7;66.1;12.7;;;;;;3;18.8;10.8;67.7;24.7;204;;;;11561;49;;10.3;0;0;-69.8
VIS;01.09.1983 00:00;14.2;26.1;1.4;14.5;-0.9;31.2;69.3;10.8;;;;;;3.3;22.7;11.9;81.7;46.8;173;;;;12967;64;;1.8;58.3;10.3;-24.7
VIS;01.10.1983 00:00;8.8;22;-3.1;8.3;-7.1;26.8;75.8;8.5;;;;;;2.4;20.2;8.6;72.7;17.4;113;;;;10564;69;;0;309.9;101.9;-17.9
VIS;01.11.1983 00:00;2.6;19.1;-9;0.8;-12.5;19.5;79.4;5.8;;;;;;2.3;21.4;8.3;77;95.6;47;;;;3732;72;;0;510.2;286.2;83.6
VIS;01.12.1983 00:00;0.1;9.4;-9.4;-2.3;-13.5;6.8;80.8;5;;;;;;2.7;24.7;9.7;88.9;55.8;22;;;;0;;;0;615.7;367.7;52.6
VIS;01.01.1984 00:00;-0.5;6.8;-14.3;-2.1;-17.5;4.5;76.1;4.5;;;;;;3.4;19.4;12.2;69.8;58.2;34;;;;266;15;;0;635;387;56
VIS;01.02.1984 00:00;-0.9;8.1;-9.7;-1.8;-12.3;8.7;76.8;4.5;;;;;;2.7;24.1;9.7;86.8;82.7;88;;;;6710;54;;0;606;374;74.1
VIS;01.03.1984 00:00;3.3;15.4;-7.4;3;-9.1;18.7;61.3;4.6;;;;;;3.3;19.7;11.9;70.9;16.9;165;;;;13106;69;;0;519.2;271.2;-35.5
VIS;01.04.1984 00:00;8.5;23.6;-3.3;8.4;-7;27;57.9;6;;;;;;3.6;20.1;13;72.4;3.7;230;;;;15443;70;;0;293.7;117.7;-107
VIS;01.05.1984 00:00;11;22.4;-1;11.4;-6.1;29.5;62.8;7.9;;;;;;4.6;20.4;16.6;73.4;63.1;226;;;;9588;40;;0;202.9;42.9;-18.2
VIS;01.06.1984 00:00;15.7;27.6;2.4;15.6;0.1;32.3;61.1;10.3;;;;;;3.4;21.4;12.2;77;56.4;265;;;;13715;57;;3.3;48.6;8.6;-72.8
VIS;01.07.1984 00:00;18.6;32.6;5.3;18;0.4;34.6;56.7;11.4;;;;;;3.7;21.1;13.3;76;18.2;281;;;;18135;74;;41.6;0;0;-163.7
VIS;01.08.1984 00:00;17.2;30.2;6.1;17;3.4;34;67.9;12.5;;;;;;2.4;15.2;8.6;54.7;46.3;203;;;;12509;53;;8.2;0;0;-50
VIS;01.09.1984 00:00;12.6;29;3;12.4;0;34.2;71.5;10.1;;;;;;2.9;23.3;10.4;83.9;91.6;160;;;;11148;55;;0.4;140.8;28.8;27.8
VIS;01.10.1984 00:00;8.8;21.9;-3.8;7.9;-6.6;22.5;75.2;8.3;;;;;;2.2;19.9;7.9;71.6;38.4;112;;;;9681;63;;0;327;103;5
VIS;01.11.1984 00:00;7.4;21.1;-4.4;5.9;-7.4;20.9;68.7;6.7;;;;;;3.9;20.1;14;72.4;52.2;42;;;;2162;42;;0;341.6;149.6;38.8
VIS;01.12.1984 00:00;-0.3;11.8;-10.2;-2.7;-14.3;10.3;86.6;5.2;;;;;;1.6;21.3;5.8;76.7;25.7;21;;;;0;;;0;630.7;382.7;23.2
VIS;01.01.1985 00:00;-5.2;7.5;-19.5;-6.8;-23.2;6.9;80.4;3.6;;;;;;2.3;20.4;8.3;73.4;35.3;33;;;;590;34;;0;782.5;534.5;32.4
VIS;01.02.1985 00:00;-0.1;11.7;-18.3;-0.9;-22;11.5;85.5;5.4;;;;;;2.2;21;7.9;75.6;82.6;81;;;;4393;37;;0;563.2;339.2;79.9
VIS;01.03.1985 00:00;3.9;18.3;-5.5;3.6;-8.7;23.2;64.1;5;;;;;;4.1;21;14.8;75.6;27.1;151;;;;9642;51;;0;498.8;250.8;-18.3
VIS;01.04.1985 00:00;9.3;21.9;-3;9.4;-7.3;26.3;58.5;6.5;;;;;;5.1;25.1;18.4;90.4;25.8;216;;;;13074;59;;0;279.3;87.3;-66.1
VIS;01.05.1985 00:00;12.7;27.1;0.2;12.9;-2.4;32.7;63.2;8.8;;;;;;4.3;20.4;15.5;73.4;162.7;239;;;;12709;53;;1.8;130.5;34.5;55.4
VIS;01.06.1985 00:00;15.3;28.2;4;15.2;1.7;34.1;60.8;10.1;;;;;;4.3;20.3;15.5;73.1;93.8;272;;;;14214;59;;1.9;8.3;0.3;-53.6
VIS;01.07.1985 00:00;19.7;33.4;7.2;19.1;2.8;35;61.9;13.4;;;;;;3.3;18.4;11.9;66.2;24.1;277;;;;17954;73;;50.7;0;0;-126.5
VIS;01.08.1985 00:00;17.5;30.9;3.3;17;0.3;32.3;63.1;11.9;;;;;;3.6;23.3;13;83.9;30.7;234;;;;16818;72;;25.2;16.8;0.8;-104.5
VIS;01.09.1985 00:00;15.3;27.2;4.5;14;0;29.5;67.8;11.1;;;;;;2.4;18.2;8.6;65.5;18.1;192;;;;17075;85;;1.5;16.5;0.5;-76.1
VIS;01.10.1985 00:00;9.3;25.9;-5;7.4;-9.1;28;74;8.5;;;;;;1.6;17.7;5.8;63.7;2.9;124;;;;12838;84;;0;296.7;104.7;-40.2
VIS;01.11.1985 00:00;0.5;18.3;-15.1;0.2;-9;20.1;82.4;5.3;;;;;;2.4;18.6;8.6;67;64.8;46;;;;2244;43;;0;586.3;346.3;55.3
VIS;01.12.1985 00:00;0.4;12.1;-8.9;-2.6;-12.9;10;81.8;5.1;;;;;;1.9;20.5;6.8;73.8;24.9;22;;;;0;;;0;607.2;359.2;20.9
VIS;01.01.1986 00:00;-0.6;6.7;-17.7;-2.5;-20.8;4.1;79.4;4.7;;;;;;4.5;25.5;16.2;91.8;192.6;30;;;;300;17;;0;638.7;390.7;188.1
VIS;01.02.1986 00:00;-1.7;8;-16;-2.8;-18.4;7.8;65.4;3.7;;;;;;3;19.4;10.8;69.8;30.4;98;;;;6924;58;;0;606.9;382.9;23.9
VIS;01.03.1986 00:00;4.8;19.4;-4.1;4.2;-8.4;23.1;67.7;5.6;;;;;;2.7;19.5;9.7;70.2;77.2;151;;;;10878;57;;0;470.2;222.2;36.5
VIS;01.04.1986 00:00;7.2;19.6;-3.3;7.2;-5.4;24.9;67.6;6.7;;;;;;5.6;20.3;20.2;73.1;166.1;165;;;;6485;29;;0;375.9;143.9;117.5
VIS;01.05.1986 00:00;15.4;29;3;14.9;-1.6;36.7;60.1;10.1;;;;;;4.2;21.7;15.1;78.1;30.4;243;;;;12721;53;;4.4;32.6;8.6;-77
VIS;01.06.1986 00:00;17.1;32.9;1.1;16.7;-1.7;37.3;59.3;11;;;;;;3.5;21.3;12.6;76.7;22.8;267;;;;15781;66;;42;58.1;10.1;-126.7
VIS;01.07.1986 00:00;18.4;30.7;3.9;18.1;1.3;32.3;62.5;12.4;;;;;;3.2;24.9;11.5;89.6;38.3;243;;;;15839;65;;30.4;0;0;-107
VIS;01.08.1986 00:00;17.4;31.7;3.2;17.1;0.5;33.6;67.9;12.9;;;;;;3.1;33;11.2;118.8;53.2;206;;;;14773;63;;26.7;24.8;0.8;-54.7
VIS;01.09.1986 00:00;14.8;26.8;2.2;14.4;-0.6;28.6;72.4;11.7;;;;;;2.4;22.5;8.6;81;17.2;169;;;;13547;67;;3.3;27.2;3.2;-54.7
VIS;01.10.1986 00:00;10;26.7;-3.3;8.6;-7.3;26.3;73.5;8.7;;;;;;2.2;22.1;7.9;79.6;52.4;113;;;;11556;75;;0;237.2;77.2;9.3
VIS;01.11.1986 00:00;3.5;17.1;-6.2;1;-10.9;16.4;80.7;6.3;;;;;;2;20.3;7.2;73.1;35.4;44;;;;3077;59;;0;486.7;254.7;26.1
VIS;01.12.1986 00:00;-0.4;12.5;-11.4;-3.1;-16.1;10;83.4;5;;;;;;3.5;27.5;12.6;99;94.4;20;;;;0;;;0;631.7;383.7;91.6
VIS;01.01.1987 00:00;-4.4;7;-15.9;-6.1;-20.3;3.9;83.8;3.9;;;;;;2.6;20.1;9.4;72.4;72.2;33;;;;623;36;;0;755.8;507.8;70.9
VIS;01.02.1987 00:00;0.3;11.1;-14.3;-1.3;-19;10.5;81;5.1;;;;;;2.1;17.8;7.6;64.1;63.1;74;;;;4543;38;;0;550.2;326.2;53.5
VIS;01.03.1987 00:00;3.4;18.1;-5;3.1;-8.6;21.5;62.4;4.8;;;;;;4.5;23.4;16.2;84.2;24;148;;;;10113;53;;0;515;267;-16.3
VIS;01.04.1987 00:00;10.2;24.9;-4.1;9.6;-8.3;32;58.8;6.9;;;;;;3.8;22;13.7;79.2;46.5;204;;;;14442;65;;0;229.4;77.4;-57.1
VIS;01.05.1987 00:00;11.3;25.4;-1.7;11.5;-5.6;34.6;62.3;7.9;;;;;;4.3;23.5;15.5;84.6;23;215;;;;11798;49;;0;197.5;53.5;-74.7
VIS;01.06.1987 00:00;15.1;30.7;4.5;15.3;-1;39.5;65.5;10.8;942.5;;1589.8;;;3.9;19.4;14;69.8;44.8;221;;;;10826;45;122.7;11.3;53.7;5.7;-55.7
VIS;01.07.1987 00:00;18.7;31.9;5;18.6;2.5;34.5;66.9;13.7;942.5;;1518.4;;;3.2;20.2;11.5;72.7;31.2;246;;;;13757;56;142.5;36.2;0;0;-87.1
VIS;01.08.1987 00:00;18.3;32.2;5.6;17.7;2.7;31.6;64.2;12.8;942.9;;1522.4;;;3.4;18.3;12.2;65.9;41.9;224;;;;14927;64;137;35.3;0;0;-79.9
VIS;01.09.1987 00:00;16.7;32.4;4.8;15.8;0.8;31.8;69.3;12.5;945.5;;1540;;;2.2;20.5;7.9;73.8;19.7;169;;;;13040;65;88.6;9.4;27.9;3.9;-55.5
VIS;01.10.1987 00:00;11.5;22.7;1;10.5;-2.2;21.5;70.5;9.3;942.7;;1498.7;;;3.5;22.4;12.6;80.6;111.9;93;;;;6642;43;61.5;0;188.3;44.3;80.3
VIS;01.11.1987 00:00;3.7;13.8;-7.2;2.1;-11.1;15;79.9;6.3;942.4;;1471.8;;;2.4;21.8;8.6;78.5;102.7;52;;;;3444;66;21.2;0;489.4;249.4;93.2
VIS;01.12.1987 00:00;1;12.4;-8.7;-2.1;-14.4;11.6;85.6;5.7;946.4;;1497.4;;;1.6;19.6;5.8;70.6;50.4;21;;;;0;;17.3;0;587.9;339.9;47.9
VIS;01.01.1988 00:00;3.2;13;-5.6;1.2;-8.6;12.2;72.5;5.5;940.8;;1456.4;;;3.6;21.7;13;78.1;39;30;;;;203;12;32.3;0;520.4;272.4;36.9
VIS;01.02.1988 00:00;1.3;9.9;-8.8;0.2;-12.1;12;69.8;4.6;941;;1452.3;;;3.9;24.5;14;88.2;40.3;92;;;;6678;53;33.6;0;542.9;310.9;29.1
VIS;01.03.1988 00:00;4.1;16.5;-7.4;3.5;-11.9;20.5;67.7;5.7;939.5;;1448.9;;;5.6;22.7;20.2;81.7;125.9;120;;;;6620;35;56.9;0;491.7;243.7;98.4
VIS;01.04.1988 00:00;11.1;22.6;-0.9;10.4;-3.9;27;59.3;7.5;939.3;;1468.5;;;3.7;17.3;13.3;62.3;9.4;212;;;;12150;55;102.9;0;222.2;38.2;-74.5
VIS;01.05.1988 00:00;15;27.3;2.4;14.6;-3.3;32.3;63.3;10.3;939.2;;1478.9;;;3.7;18.7;13.3;67.3;20.1;227;;;;10717;44;126.7;2.9;18.3;2.3;-70.1
VIS;01.06.1988 00:00;16;26.4;4.1;16;-1.5;34.2;67.2;11.8;940.2;;1491.5;;;2.9;17.2;10.4;61.9;21.9;234;;;;10584;44;124;1.4;27.8;3.8;-68.8
VIS;01.07.1988 00:00;19.1;32.4;7.9;18.8;4.4;33.5;62.2;13;943.1;;1526.7;;;3.6;23.2;13;83.5;48.1;278;;;;18045;74;164;39.9;0;0;-110.8
VIS;01.08.1988 00:00;18.4;33.2;6.4;17.8;2.5;35.9;68.4;13.9;942.6;;1520.6;;;2.7;21;9.7;75.6;26.2;218;;;;14917;64;125.3;42.6;8.9;0.9;-82.6
VIS;01.09.1988 00:00;14.2;26;3.2;13.6;-0.8;28.7;73.3;11.7;945.3;;1530.6;;;2.9;18.9;10.4;68;17.1;177;;;;13357;66;82.3;0.3;64.3;8.3;-47.6
VIS;01.10.1988 00:00;11.2;23.8;-0.3;9.9;-5.8;26.9;77.4;10.2;944.8;;1516.1;;;2.8;18.8;10.1;67.7;125.1;95;;;;7602;50;50.6;0;207.5;55.5;98.9
VIS;01.11.1988 00:00;1;12.8;-12.5;-0.7;-13.5;17.9;83.9;5.8;946.8;;1500.8;;;1.6;20.8;5.8;74.9;27;46;;;;3020;58;15.5;0;570.5;330.5;18.2
VIS;01.12.1988 00:00;0.2;10.7;-7.7;-2.2;-13.3;9.4;84.2;5.3;949.5;;1519.4;;;2.2;22.6;7.9;81.4;85.1;20;;;;0;;15.3;0;614;366;82.2
VIS;01.01.1989 00:00;-4;5.6;-13.5;-6.8;-12.9;6.7;85.6;3.9;956.6;;1563.6;;;0.8;10.7;2.9;38.5;3;26;;;;1174;68;10.6;0;745.1;497.1;1.8
VIS;01.02.1989 00:00;2.3;13.8;-10;1;-14.2;20.8;73.6;5.3;946.5;;1500;;;2.6;20.7;9.4;74.5;26.9;85;;;;6178;51;29.6;0;495.5;271.5;18.9
VIS;01.03.1989 00:00;7.7;23.8;-2.9;7.2;-7.4;31;63.6;6.3;943.5;;1494.1;;;3;20.2;10.8;72.7;45.9;159;;;;13128;69;71.2;0;352.3;144.3;-8.1
VIS;01.04.1989 00:00;8;18.7;-1.2;8;-6.1;28.3;65.1;6.7;935.1;;1423;;;4.9;23.1;17.6;83.2;180.7;162;;;;7219;32;85.9;0;339.3;123.3;127.6
VIS;01.05.1989 00:00;15;26.8;0.4;14.7;-5.2;33.9;59.3;9.6;944.2;;1523.2;;;2.9;18.7;10.4;67.3;23.5;262;;;;16545;68;136.9;1.4;36.7;4.7;-111.5
VIS;01.06.1989 00:00;16.4;28.7;4;16.1;-0.6;33.3;57.6;10.2;942.1;;1509.6;;;3.5;25.5;12.6;91.8;4.7;283;;;;15993;67;151.2;9.8;33.7;1.7;-148.2
VIS;01.07.1989 00:00;19.2;32.2;7.3;18.5;1.6;34.3;66.4;14.1;945.2;;1545.8;;;3;22.4;10.8;80.6;35;239;;;;13606;56;143.4;38.6;0;0;-85.6
VIS;01.08.1989 00:00;18.3;31.1;4;17.6;0.2;33.2;67.8;13.7;942.5;;1519.3;;;3.2;24.3;11.5;87.5;34.9;230;;;;16189;69;129.7;33.3;0;0;-80.3
VIS;01.09.1989 00:00;14.4;28.9;0.9;13.6;-1.9;30.4;71.7;11.4;944.6;;1524.9;;;2.4;19;8.6;68.4;13.4;157;;;;11760;58;78.3;3.3;28.4;4.4;-50.4
VIS;01.10.1989 00:00;10;25.8;-1.3;8.6;-5.4;27.2;69.9;8.2;947.4;;1534.8;;;2.4;20.5;8.6;73.8;36.2;124;;;;12038;79;56.7;0;274.2;74.2;-10.2
VIS;01.11.1989 00:00;2.8;18.5;-8.6;-0.2;-13.5;19.4;72.2;5.5;942.7;;1471.5;;;2.2;18;7.9;64.8;3.6;41;;;;2513;48;28;0;508.8;276.8;-7.6
VIS;01.12.1989 00:00;-1;15.6;-14.2;-5.2;-17.9;13.6;78.9;4.7;942.9;;1460.8;;;2.1;25.6;7.6;92.2;60.4;18;;;;0;;20.6;0;649.6;401.6;57.3
VIS;01.01.1990 00:00;-3.2;11.7;-12.9;-8.4;-17.5;10.1;76.4;3.8;950.2;;1513.2;;;1.7;21.4;6.1;77;21;23;;;;502;29;18.6;0;718.9;470.9;18.3
VIS;01.02.1990 00:00;5.3;18.1;-4.2;3.3;-11.9;23.9;67;5.9;944.8;;1497.3;;;3.9;30.1;14;108.4;144.1;79;;;;6194;52;37.5;0;412.3;188.3;128.4
VIS;01.03.1990 00:00;7.4;23.5;-4.8;6.6;-8.2;25.6;60.2;6;952.4;;1568.7;;;3.2;24.2;11.5;87.1;13.8;154;;;;12105;64;70.8;0;383;143;-32.7
VIS;01.04.1990 00:00;9;25.9;-1;8.7;-4.4;27.8;59.8;6.5;938.9;;1459;;;4.4;20.8;15.8;74.9;13.1;188;;;;10402;47;94.4;0;298.7;98.7;-67.3
VIS;01.05.1990 00:00;15.7;28;2.4;15.1;-1.3;29.8;60.3;10.1;944;;1523.5;;;2.6;17.8;9.4;64.1;27.4;244;;;;14763;61;131.9;0.4;0;0;-95.6
VIS;01.06.1990 00:00;16.2;31.3;3;16;-1.3;34.9;67.9;12.1;941.7;;1505.9;;;3.4;23.1;12.2;83.2;67.1;234;;;;12057;50;126.7;11.8;8.3;0.3;-44.4
VIS;01.07.1990 00:00;19.3;32.6;5.4;18.2;1.4;33.5;62.5;13.3;944.6;;1540.7;;;3.3;18.4;11.9;66.2;14.4;275;;;;17770;73;156.3;51.9;0;0;-135.2
VIS;01.08.1990 00:00;18.9;31.8;4.7;18;2.1;33.5;65.1;13.5;945.9;;1551.1;;;2.9;20.5;10.4;73.8;22.7;233;;;;17008;73;135.9;36.3;0;0;-110.9
VIS;01.09.1990 00:00;14.3;25.2;2.2;13.2;-1.5;27.4;69;10.9;944;;1519.4;;;3.1;19.3;11.2;69.5;43.8;181;;;;13704;68;91.6;0.2;29.3;5.3;-36.6
VIS;01.10.1990 00:00;11.8;25;-0.2;10.6;-4.4;27.1;71.1;9.6;941.2;;1487.8;;;3.4;20.2;12.2;72.7;84.2;107;;;;9139;60;65.8;1.7;192.4;48.4;47.7
VIS;01.11.1990 00:00;3.5;13.7;-6.2;1.7;-12.2;17.4;78.1;6.2;941;;1459;;;2.5;19.2;9;69.1;49.8;48;;;;2744;53;23.6;0;495.9;255.9;40.4
VIS;01.12.1990 00:00;-3.3;5.5;-18;-5.2;-20.1;4.4;83.8;4.2;943.4;;1457.7;;;1.7;21.7;6.1;78.1;73.8;21;;;;0;;11.5;0;723.2;475.2;70
VIS;01.01.1991 00:00;-1.7;7.5;-13;-4.3;-15.4;3.9;81.8;4.6;949.7;;1515.4;;;1.6;17.1;5.8;61.6;60.1;29;;;;1002;58;13.7;0;671.8;423.8;58.9
VIS;01.02.1991 00:00;-1.6;13.4;-14.4;-3.3;-19.7;15.3;73.5;4.1;942.2;;1454.3;;;1.9;18.9;6.8;68;20.2;100;;;;7679;64;21.2;0;603.5;379.5;10.5
VIS;01.03.1991 00:00;8.7;19.3;-4.4;7.9;-8.7;22.3;62.9;6.9;939.7;;1464.2;;;4;22.6;14.4;81.4;80.1;133;;;;8284;44;74;0;329.2;105.2;41.6
VIS;01.04.1991 00:00;8.5;21.8;-3.1;8.1;-9.8;26.5;56.8;6.1;940.5;;1471.1;;;3.4;19.8;12.2;71.3;36.6;214;;;;13673;62;90.9;0;330.1;106.1;-61.5
VIS;01.05.1991 00:00;11.4;26.3;-0.3;11.2;-5.6;33.1;57.1;7.4;942.2;;1494.6;;;3.8;25.9;13.7;93.2;14.8;255;;;;14488;60;124.7;0;197.6;53.6;-118.1
VIS;01.06.1991 00:00;15.7;28.1;4.4;15.3;0.6;34.9;65.7;11.5;942.1;;1507.8;;;3.5;23.3;12.6;83.9;76.1;249;;;;13446;56;126.3;9.3;34.9;2.9;-39.4
VIS;01.07.1991 00:00;19.9;32.8;6.4;19.1;2.5;34.6;66.2;14.7;943.3;;1530.9;;;3.2;21;11.5;75.6;39.2;273;;;;17917;73;155.9;63.1;0;0;-106.3
VIS;01.08.1991 00:00;19.9;34.6;7.7;18.4;2;35.1;64.2;14;945.4;;1549.9;;;2.5;17.7;9;63.7;25.9;245;;;;18909;81;142.4;53.9;0;0;-114.9
